,Sr. No.,Date (dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,Investment Type,Amount (in USD)
1727,53,23/08/2016,TAC Security,Technology,Cyber-Security Solutions Provider,New Delhi,Vijay Kedia,Seed Funding,N/A
1728,54,23/08/2016,Notesgen,Consumer Internet,Online Notes Sharing Portal,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,"100,000"
1729,55,23/08/2016,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,N/A
1730,56,23/08/2016,Octo.ai,Technology,Artificial Intelligence based marketing platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,"200,000"
1731,57,24/08/2016,ShaadiSaga,Consumer Internet,Wedding Website Creator,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,N/A
1732,58,24/08/2016,UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,"1,000,000"
1733,59,24/08/2016,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,"100,000"
1734,60,24/08/2016,Guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Funding,"500,000"
1735,61,24/08/2016,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurgaon,"Vineet Taneja, Kamal Puri",Seed Funding,N/A
1736,62,24/08/2016,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,"500,000"
1737,63,24/08/2016,Convegenius,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,"900,000"
1738,64,24/08/2016,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,"3,000,000"
1739,65,24/08/2016,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,N/A
1740,66,25/08/2016,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,N/A
1741,67,25/08/2016,Cult,Healthcare,Health and Fitness Centres,Bangalore,CureFit,Private Equity,"3,000,000"
1742,68,25/08/2016,WitWorks,Technology,Consumer IoT Startup,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,N/A
1743,69,25/08/2016,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,  Arpan Nagdeve",Seed Funding,N/A
1744,70,25/08/2016,ZoomCar,Consumer Internet,Self-driven car booking platform,Bangalore,Ford Smart Mobility Llc,Private Equity,"24,000,000"
1745,71,26/08/2016,Plix,Consumer Internet,Photo and Video Sharing App,Gurgaon,Instalabs,Seed Funding,"500,000"
1746,72,26/08/2016,Mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,"40,000,000"
1747,73,26/08/2016,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,"550,000"
1748,74,26/08/2016,CrownIt,Consumer Internet,Cashback Mobile app,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,N/A
1749,75,29/08/2016,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,"3,000,000"
1750,76,29/08/2016,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,"7,000,000"
1751,77,29/08/2016,Zolo,Consumer Internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,N/A
1752,78,29/08/2016,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,"1,000,000"
1753,79,29/08/2016,LivSpace,Consumer Internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,"15,000,000"
1754,80,30/8/2016,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,"149,000"
1755,81,30/8/2016,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,"104,000"
1756,82,30/8/2016,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bangalore,MediaTek Inc.,Private Equity,"60,000,000"
1757,83,30/8/2016,CropIn,Technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,"2,000,000"
1758,84,30/8/2016,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bangalore,Info Edge (India) Ltd,Private Equity,"3,000,000"
1759,85,30/8/2016,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,N/A
1760,86,31/8/2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,"5,300,000"
1761,87,31/8/2016,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,N/A
1762,88,31/8/2016,,,,,,,
1763,89,,,,,,,,
1764,1,02/02/2015,Faaya,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,
1765,2,02/02/2015,InstaBounce,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,
1766,3,02/02/2015,Chloroplast Foods,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,
1767,4,02/02/2015,Dealwithus,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,
1768,5,02/02/2015,CleverSharks,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,
1769,6,02/02/2015,Leaf,Group of Angel Investors,"Seed
Funding","16,600",At the 10 minute million event,,
1770,7,02/02/2015,SmartPocket,"Sol Primero, Rajiv Mehta","Seed
Funding","250,000",For mobile app,,
1771,8,02/02/2015,Yumist,Orios Venture Partner,Private Equity,"1,000,000",,,
1772,9,02/02/2015,NowFloats,Omidyar Network,Private Equity,N/A,Series A,,
1773,10,02/02/2015,FirstCry,Valiant Capital Partners,Private Equity,"26,000,000",Series D,,
1774,11,02/02/2015,HolaChef,India Quotient,"Seed
Funding","325,000",,,
1775,12,03/02/2015,Frsh.co.in,"India Quotient, Kae Capital","Seed
Funding","518,000",,,
1776,13,03/02/2015,Manthan,"Temasek, Norwest Venture Partners",Private Equity,"60,000,000",Series D,,
1777,14,05/02/2015,Kobster.com,Splice Advisors,"Seed
Funding",N/A,,,
1778,15,05/02/2015,Culture Machine,"Tiger Global, Times Internet, Zodius Capital",Private Equity,"18,000,000",Series B,,
1779,16,05/02/2015,Paytm,Ant Financial Services (Alipay),Private Equity,N/A,Strategic Investment (25% stake),,
1780,17,05/02/2015,Aisle.co,"Anand Vijay, Shashank Mehrotra & Others","Seed
Funding","100,000",,,
1781,18,06/02/2015,FreeCharge,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,"80,000,000",Series C,,
1782,19,06/02/2015,NewsHunt,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,"40,000,000",Series C,,
1783,20,09/02/2015,MyNoticePeriod,IDG Ventures,Private Equity,"3,000,000",Series A,,
1784,21,09/02/2015,CarDekho.com,Ratan Tata,Private Equity,N/A,,,
1785,22,09/02/2015,Faaso’s,Lightbox Ventures,Private Equity,"20,000,000",Series B,,
1786,23,10/02/2015,CarTrade.com,Chip Perry,Private Equity,N/A,,,
1787,24,10/02/2015,StoreKing,Mangrove Capital Partners,Private Equity,N/A,,,
1788,25,11/02/2015,Capital Float,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,"13,000,000",Series A,,
1789,26,11/02/2015,Nimble Wireless,AngelPrime,"Seed
Funding","3,000,000",,,
1790,27,11/02/2015,Townscript,Group of Angel Investors,"Seed
Funding",N/A,,,
1791,28,11/02/2015,FindYahan,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj","Seed
Funding",N/A,,,
1792,29,12/02/2015,Stayzilla,"Nexus Venture Partners, Matrix Partners",Private Equity,"20,000,000",Series B,,
1793,30,12/02/2015,Practo,"Sequoia Capital, Matrix Partners",Private Equity,"30,000,000",Series B,,
1794,31,13/02/2015,CimplyFive,"Suresh Senapaty, TV Mohandas Pai","Seed
Funding",N/A,,,
1795,32,13/02/2015,20Dresses,"Srinivas Aluri, Srinivas Modukury, BS Nagesh","Seed
Funding","1,000,000",,,
1796,33,13/02/2015,Itzcash,Ashok Goel (promoter),Private Equity,"16,500,000",Promoter Commitment,,
1797,34,16/02/2015,NewsInShorts,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,"4,150,000",Series A,,
1798,35,16/02/2015,iTraveller.com,ah! Ventures,Private Equity,"1,000,000",Series A,,
1799,36,17/02/2015,NextGen,Mumbai Angels & Group of other investors,"Seed
Funding",N/A,,,
1800,37,18/02/2015,Wooplr.com,Helion Venture Partners,Private Equity,"5,000,000",Series A,,
1801,38,19/05/2015,Springleap,Cross Border Angels,"Seed
Funding","800,000",,,
1802,39,20/02/2015,Klip.in,"Calcutta Angels, Venture Nursery Angels Mumbai Angels","Seed
Funding","500,000",,,
1803,40,20/02/2015,Renderlogy,Brick Eagle,Private Equity,"1,600,000",Series A,,
1804,41,21/02/2015,Appbase,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program","Seed
Funding","290,000",Grant + Seed funding,,
1805,42,23/02/2015,HomeLane,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,"4,500,000",Series A,,
1806,43,23/02/2015,Trip38,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,"1,000,000",Series A,,
1807,44,23/02/2015,Smartairtrip.com,Undisclosed,Private Equity,"10,000,000",Series A,,
1808,45,23/02/2015,NoBroker,"SAIF Partners, Fulcrum Ventures",Private Equity,"3,000,000",Series A,,
1809,46,24/02/2015,Caravan Craft Retail,"Unitus Seed Fund
Narayan Ramachandran, Bijou Kurien","Seed
Funding","500,000",,,
1810,47,25/02/2015,SquadRun,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures","Seed
Funding",N/A,,,
1811,48,25/02/2015,Clonect Solutions,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar","Seed
Funding","250,000",,,
1812,49,25/02/2015,TaxSutra,"V Balakrishnan, T V Mohandas Pai","Seed
Funding","160,000",,,
1813,50,25/02/2015,PepperTap,Sequoia Capital,"Seed
Funding",N/A,,,
1814,51,25/02/2015,Sattviko,"Sumit Jain, Rajat Jain, Sanjay Bhasin","Seed
Funding","320,000",,,
1815,52,25/02/2015,IndustryBuying,SAIF Partners,Private Equity,"2,000,000",Series A,,
1816,53,26/02/2015,FreshWorld,"Kris Gopalakrishnan, Nagaraja Prakasam","Seed
Funding",N/A,,,
1817,54,26/02/2015,TinyOwl,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,"16,000,000",Series B,,
1818,55,27/02/2015,Momoe,"IDG Ventures India, Jungle Ventures, India Quotient.","Seed
Funding","1,200,000",,,
1819,56,27/02/2015,Grofers,"Tiger Global Management, Sequoia Capital India",Private Equity,"10,000,000",Series A,,
1820,57,,,,,,,,
1821,1,02/04/2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai," Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,"2,000,000"
1822,2,02/04/2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,"307,600"
1823,3,02/04/2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,N/A
1824,4,02/04/2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,N/A,Seed / Angel Funding,"13,00,000"
1825,5,04/04/2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,"5,50,00,000"
1826,6,05/04/2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,"150,000"
1827,7,05/04/2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,"1,00,00,000"
1828,8,09/04/2018,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim ,Seed / Angel Funding,"28,00,000"
1829,9,09/04/2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,"1,000,000,"
1830,10,09/04/2018,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,N/A
1831,11,09/04/2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,N/A,Seed / Angel Funding,"46,140"
1832,12,10/04/2018,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,N/A
1833,13,10/04/2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,"12,000,000"
1834,14,12/04/2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,"1,000,000"
1835,15,12/04/2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,"46,000,00"
1836,16,13/04/2018,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,"2,000,000"
1837,17,16/04/2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,"5,00,000"
1838,18,16/04/2018,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,N/A
1839,19,18/04/2018,Coverfox ,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,"22,000,000"
1840,20,19/04/2018,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,N/A
1841,21,19/04/2018,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,N/A
1842,22,19/04/2018,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext ,Seed / Angel Funding,"11,000,00"
1843,23,19/04/2018,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment ",Private Equity,"23,000,000"
1844,24,22/04/2018,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,N/A
1845,25,22/04/2018,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,"19,00,000"
1846,26,22/04/2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"1,10,00,000"
1847,27,23/04/2018,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,N/A,Seed / Angel Funding,"1,50,000"
1848,28,23/04/2018,Capital Float,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,"2,20,00,000"
1849,29,25/04/2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi," GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,"246,000"
1850,30,26/04/2018,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media ",Private Equity,"55,00,000"
1851,31,26/04/2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,N/A
1852,32,27/04/2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,"10,000,000"
1853,33,29/04/2018,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,N/A
1854,34,30/04/2018,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,"75,00,000"
1855,35,30/04/2018,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed / Angel Funding,"978,000"
1856,1,03/04/2015,Swiggy,Online Food Delivery,Bangalore,"Accel Partners, SAIF Partners",Private Equity,"2,000,000",Series A
1857,2,04/04/2015,Bluegape,Web Content Publishing,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"200,000",
1858,3,04/04/2015,KeepTrax,Location Based App,Dallas / Hyderabad,,Seed Funding,"1,000,000",
1859,4,06/04/2015,InstaLively,Video Streaming,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"120,000",
1860,5,07/04/2015,Pricejugaad,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"165,000",
1861,6,07/04/2015,Quikr,Online Classifieds,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"150,000,000",Series G (Check prev funding details here)
1862,7,07/04/2015,PressPlay,Travel Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"2,200,000",
1863,8,07/04/2015,LogiNext,Logistics Tech,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,N/A,
1864,9,08/04/2015,FirstCry.com,eCommerce,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,"10,000,000","Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
1865,10,08/04/2015,MobiKwik,Digital / Mobile Wallet,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"25,000,000",Series B
1866,11,08/04/2015,Olacabs,Cab Aggregator,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"400,000,000",Series E (Updated from 315M to 400M after Press Release)
1867,12,09/04/2015,Gadgetwood,Device Repair Svcs,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,
Nitin Singhal & Others",Seed Funding,"200,000",
1868,13,09/04/2015,Bonhomia,Premium Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"2,000,000",
1869,14,09/04/2015,Changer Mints,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,"165,000",
1870,15,09/04/2015,Urban Ladder,"Online Furnishing
eCommerce",Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"50,000,000",Series C
1871,16,09/04/2015,Purple Squirrel,Ed-Tech,Mumbai,"Matrix Partners India, India Quotient",Private Equity,N/A,Series B
