,Date,Year,Month,Startup,IndustryVertical,SubVertical,City,InvestorName,InvestmentType,NewAmount
827,2016-07-21,2016.0,7.0,AbeRuk,eCommerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,0.0
828,2016-07-21,2016.0,7.0,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,595000.0
829,2016-07-21,2016.0,7.0,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners

",Private Equity,6600000.0
830,2016-07-22,2016.0,7.0,Treebo Hotels,Consumer Internet,Budget Hotel Aggregator & Booking platform,Bengaluru,"Bertelsmann India Investments, SAIF Partners, Matrix Partners India. ",Private Equity,16700000.0
831,2016-07-22,2016.0,7.0,Skrilo,Consumer Internet,Mobile Marketing & Rewards Platform,Gurugram,"Anuj Srivastava, Arvind Tiku",Seed Funding,1500000.0
832,2016-07-22,2016.0,7.0,UrDoorStep,Consumer Internet,On-demand Grocery delivery portal,Bengaluru,CP Murali,Seed Funding,300000.0
833,2016-07-22,2016.0,7.0,SimplyMoveIn,eCommerce,online marketplace for curated rental properties,Bengaluru,Swastika Company Ltd,Seed Funding,0.0
834,2016-07-25,2016.0,7.0,QwikCilver,Consumer Internet,Gift Card Services Provider,Bengaluru,"Sistema Asia Fund, Amazon Asia-Pacific, Accel India, Helion Venture Partners",Private Equity,10000000.0
835,2016-07-25,2016.0,7.0,QDesk,Consumer Internet,Online Workspace provider,Delhi,"Anuraag Jaipuria, Rishi Kajaria, Ruchirans Jaipuria, Dheeraj Jain, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,0.0
836,2016-07-25,2016.0,7.0,10i Commerce Services,Technology,ECommerce Technology Solutions,Bengaluru,Nandan Nilekani,Seed Funding,0.0
837,2016-07-25,2016.0,7.0,Lucideus,Technology,Cyber Security Solutions,Delhi,Sanjay Baweja,Seed Funding,0.0
838,2016-07-26,2016.0,7.0,WakoW,Consumer Internet,Hyperlocal Interest based Mobile Social Network,Delhi,Undisclosed Investor,Seed Funding,141000.0
839,2016-07-26,2016.0,7.0,Zoom Car,Consumer Internet,Self Driver Car Rentals,Bengaluru,"Ford Motor Company, Sequoia Capital, Reliance Ventures",Private Equity,25000000.0
840,2016-07-26,2016.0,7.0,e27,Consumer Internet,Online Tech Media Portal,Singapore,TechTemple Group,Private Equity,2200000.0
841,2016-07-26,2016.0,7.0,Big Deal,Consumer Internet,Student Deals Discovery Platform,Delhi,EVC Ventures,Seed Funding,100000.0
842,2016-07-27,2016.0,7.0,Square Plums,Consumer Internet,Shared Accommodation Discovery platform,Bengaluru,Indian Angel Network,Seed Funding,446000.0
843,2016-07-27,2016.0,7.0,IStyleyou,Consumer Internet,Online Fashion Styling & Chat app,Gurugram,Rannvijay Singh,Seed Funding,0.0
844,2016-07-27,2016.0,7.0,Mezi,Consumer Internet,AI based personal Shopping Assistant,SFO,"Nexus Venture Partners, Saama Capital, American Express Ventures",Private Equity,9000000.0
845,2016-07-27,2016.0,7.0,Byndr,Consumer Internet,Mobile learning management platform,Hyderabad,Education Design Studio,Seed Funding,700000.0
846,2016-07-28,2016.0,7.0,Modasta,Consumer Internet,Multi-lingual health content portal,Bengaluru,Undisclosed HNIs,Seed Funding,1500000.0
847,2016-07-28,2016.0,7.0,MaxWholesale,eCommerce,B2B Wholesale Marketplace,Delhi,"Maple Capital Advisors, Abhinav Grover",Seed Funding,150000.0
848,2016-07-28,2016.0,7.0,Neuron,Technology,Machine Learning Platform,Delhi,"Harvinder Singh Bhatia, TLabs Accelerator",Seed Funding,200000.0
849,2016-07-28,2016.0,7.0,Tiyo,Consumer Internet,Doctor Discovery & healthcare info platform,Kolkata,"Anish K, Ajith Nair",Seed Funding,120000.0
850,2016-07-29,2016.0,7.0,GoCoop,eCommerce,Social Marketplace for Cooperative Enterprises,Bengaluru,"Kris Gopalakrishnan, Saha Fund",Private Equity,830000.0
851,2016-07-29,2016.0,7.0,Lemon Leaf,Technology,Fresh Fruit and Vegetable Supply Chain Tech Builder,Delhi,"Saurabh Sahni, Tushar Gupta",Seed Funding,133000.0
852,2016-07-29,2016.0,7.0,Appsay,Consumer Internet,Customer Engagement Platform,Pune,"Shreyans Shah, Mayank Shah",Seed Funding,150000.0
853,2016-07-29,2016.0,7.0,Fella Homes,Consumer Internet,Home Rental discovery & Booking platform,Gurugram,Undisclosed investors,Seed Funding,2000000.0
854,2016-07-29,2016.0,7.0,HelloDhobi,Consumer Internet,On-Demand Laundry & Dry cleaning Services,Pune,Swastika Company Ltd,Seed Funding,0.0
858,2017-01-07,2017.0,1.0,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bengaluru,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000.0
859,2017-03-07,2017.0,3.0,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,2600000.0
860,2017-04-07,2017.0,4.0,Droom,eCommerce,Online marketplace for automobiles,Gurugram,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0
861,2017-05-07,2017.0,5.0,Jumbotail,eCommerce,online marketplace for food and grocery,Bengaluru,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000.0
862,2017-05-07,2017.0,5.0,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000.0
863,2017-05-07,2017.0,5.0,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,1000000.0
864,2017-06-07,2017.0,6.0,Minjar,Technology,Cloud Solutions provider,Bengaluru,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,0.0
866,2017-07-07,2017.0,7.0,Clip App,Consumer Internet,Digital Media Video platform,Bengaluru,"India Quotient, Shunwei Capital",Seed Funding,1000000.0
867,2017-07-07,2017.0,7.0,Upwardly.in,Consumer Internet,MF investment platform,Bengaluru,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,0.0
868,2017-10-07,2017.0,10.0,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,3000000.0
869,2017-11-07,2017.0,11.0,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,2250000.0
870,2017-11-07,2017.0,11.0,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000.0
871,2017-11-07,2017.0,11.0,Design Cafe,Consumer Internet,Online Interior Design platform,Bengaluru,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,0.0
872,2017-12-07,2017.0,12.0,Innoviti,Technology,Digital payments solutions,Bengaluru,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0
873,2017-12-07,2017.0,12.0,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,0.0
874,2017-12-07,2017.0,12.0,Bottr.me,Technology,Chatbot creation tool,Bengaluru,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,0.0
875,2017-12-07,2017.0,12.0,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,Indian Angel Network,Seed Funding,0.0
876,2017-07-14,2017.0,7.0,QwikSpec,Technology,Construction site operations and analytics platform,Bengaluru,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0
877,2017-07-14,2017.0,7.0,Chumbak,eCommerce,Designer consumer products Marketplace,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0
878,2017-07-17,2017.0,7.0,Increff,Technology,Sales Solutions for Fashion Brands,Bengaluru,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000.0
879,2017-07-17,2017.0,7.0,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0
880,2017-07-18,2017.0,7.0,MObiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,0.0
881,2017-07-18,2017.0,7.0,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,0.0
882,2017-07-18,2017.0,7.0,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,Xelpmoc,Seed Funding,0.0
883,2017-07-18,2017.0,7.0,Hypernova Interactive,Technology,Mobile games creator,Bengaluru,Kae Capital,Seed Funding,0.0
884,2017-07-19,2017.0,7.0,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0
885,2017-07-19,2017.0,7.0,AirCTO,Consumer Internet,AI powered recruitment platform,Bengaluru,Francesco Cara,Seed Funding,0.0
886,2017-07-19,2017.0,7.0,Playablo,Technology,Gamified Learning App,Bengaluru,ABI-Showatech (India) Ltd,Seed Funding,600000.0
887,2017-07-20,2017.0,7.0,Trupay,Technology,Online payments platform,Gurugram,"Kae Capital, M&S Partners,",Seed Funding,700000.0
888,2017-07-21,2017.0,7.0,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0
889,2017-07-21,2017.0,7.0,FableStreet,eCommerce,Women Work wear etailer,Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,0.0
890,2017-07-21,2017.0,7.0,Monsoon Fintech,Technology,Machine Learning Access platform,Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,0.0
891,2017-07-21,2017.0,7.0,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bengaluru,"Blume Ventures, NB Ventures, Nspira",Seed Funding,0.0
892,2017-07-25,2017.0,7.0,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bengaluru,"Stellaris Venture Partners,",Private Equity,1200000.0
893,2017-07-25,2017.0,7.0,Byju’s,Consumer Internet,Mobile Learning App,Bengaluru,Tencent Holdings,Private Equity,35000000.0
894,2017-07-26,2017.0,7.0,Creator’s Gurukul,Others,Co-Working Space Provider,Delhi,Yuvraj Singh,Seed Funding,0.0
895,2017-07-26,2017.0,7.0,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,Delhi,Goldman Sachs,Private Equity,25000000.0
896,2017-07-26,2017.0,7.0,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,200000.0
897,2017-07-27,2017.0,7.0,1mg,eCommerce,Online Pharmacy,Gurugram,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000.0
898,2017-07-28,2017.0,7.0,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,0.0
899,2017-07-28,2017.0,7.0,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,1250000.0
900,2017-07-28,2017.0,7.0,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bengaluru,RoundGlass Partners,Seed Funding,0.0
963,2016-01-02,2016.0,1.0,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0
964,2016-02-02,2016.0,2.0,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,  Lumis Partners",Private Equity,4000000.0
965,2016-02-02,2016.0,2.0,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bengaluru,"T V Mohandas Pai,  Aarin Capital",Seed Funding,0.0
966,2016-02-02,2016.0,2.0,Strike,Consumer Internet,Mobile Email productivity tool,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0
968,2016-02-02,2016.0,2.0,Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0
969,2016-02-02,2016.0,2.0,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0
970,2016-03-02,2016.0,3.0,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0
971,2016-03-02,2016.0,3.0,RoadGods,ECommerce,Auto Spare Parts eTailer,Delhi,Green House Ventures (GHV),Seed Funding,100000.0
972,2016-03-02,2016.0,3.0,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,100000.0
973,2016-03-02,2016.0,3.0,Woodpie,Consumer Internet,Book Recommendation Service,Bengaluru,Ingram Content Group,Seed Funding,30000.0
974,2016-04-02,2016.0,4.0,Perfumery,ECommerce,Fragrances & Perfume eTailer,Delhi,Oranda Global & Others,Seed Funding,30000.0
975,2016-05-02,2016.0,5.0,Magic Crate,Education,Children Education Platform,Bengaluru,"TV Mohandas Pai, Aarin Capital",Seed Funding,0.0
976,2016-05-02,2016.0,5.0,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0
977,2016-05-02,2016.0,5.0,Smartcooky,ECommerce,Marketplace for Health Foods,Delhi,"Vandana Luthra,",Private Equity,0.0
978,2016-05-02,2016.0,5.0,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,0.0
979,2016-05-02,2016.0,5.0,BHIVE,Real Estate,Workspace Rentals,Bengaluru,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,0.0
980,2016-05-02,2016.0,5.0,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0
981,2016-05-02,2016.0,5.0,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,81000.0
982,2016-05-02,2016.0,5.0,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,52000.0
983,2016-06-02,2016.0,6.0,Heads Up For Tails,Ecommerce,Pet Products eTailer,Delhi,Undisclosed investors,Seed Funding,1000000.0
984,2016-06-02,2016.0,6.0,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,0.0
985,2016-08-02,2016.0,8.0,Moglix,Ecommerce,Industrial & Home Products Marketplace,Delhi,Ratan Tata,Private Equity,0.0
986,2016-08-02,2016.0,8.0,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurugram,Green House Ventures (GHV),Seed Funding,100000.0
987,2016-08-02,2016.0,8.0,AdUrCup,Consumer Internet,Ad Network,Delhi,Green House Ventures (GHV),Seed Funding,100000.0
988,2016-08-02,2016.0,8.0,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,0.0
989,2016-08-02,2016.0,8.0,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,0.0
990,2016-08-02,2016.0,8.0,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,0.0
991,2016-08-02,2016.0,8.0,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0
992,2016-08-02,2016.0,8.0,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,Delhi,Ratan Tata,Private Equity,0.0
993,2016-08-02,2016.0,8.0,Hansel.io,Technology,Mobile App Tech Solutions,Bengaluru,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,0.0
994,2016-09-02,2016.0,9.0,Inc42,Consumer Internet,Startup Focused Media News Portal,Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,0.0
995,2016-09-02,2016.0,9.0,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,0.0
996,2016-10-02,2016.0,10.0,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,200000.0
997,2016-10-02,2016.0,10.0,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,0.0
998,2016-10-02,2016.0,10.0,Affimity,Consumer Internet,Social Networking platform,Bengaluru,undisclosed investors,Seed Funding,1200000.0
999,2016-10-02,2016.0,10.0,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,150000.0
1000,2016-10-02,2016.0,10.0,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bengaluru,Manipal Global Education Services,Seed Funding,0.0
1001,2016-10-02,2016.0,10.0,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,0.0
1002,2016-10-02,2016.0,10.0,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurugram,Jaideep Mehta,Seed Funding,0.0
1003,2016-10-02,2016.0,10.0,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurugram,Sachin Dalal,Seed Funding,0.0
1004,2016-12-02,2016.0,12.0,ActOnMagic,Technology,Cloud Analytics and Management Products,Bengaluru,Jayabalan Subramanian,Seed Funding,125000.0
1005,2016-12-02,2016.0,12.0,Bonhomia,Food & Beverage,premium Tea and Coffee,Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0
1006,2016-12-02,2016.0,12.0,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,1000000.0
1007,2016-12-02,2016.0,12.0,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4000000.0
1008,2016-02-15,2016.0,2.0,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,  Inventus Capital",Private Equity,5000000.0
1009,2016-02-15,2016.0,2.0,Snapdeal,eCommerce,Horizontal Online Marketplace,Delhi,Ontario Teachers’ Pension Plan & Others,Private Equity,200000000.0
1010,2016-02-15,2016.0,2.0,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,0.0
1011,2016-02-15,2016.0,2.0,Snapbizz,Technology,Connectivity platform for local grocery stores,Bengaluru,Ratan Tata,Private Equity,0.0
1012,2016-02-15,2016.0,2.0,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurugram,Mukesh Kumar Gupta,Seed Funding,50000.0
1013,2016-02-15,2016.0,2.0,RentSher,Consumer Internet,Online Household Product Rental platform,Bengaluru,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,300000.0
1014,2016-02-15,2016.0,2.0,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bengaluru,"Blume Ventures,  Tracxn Labs",Seed Funding,500000.0
1015,2016-02-15,2016.0,2.0,Legistify,Consumer Internet,Online Legal services platform,Delhi,Ranjit Singh,Seed Funding,0.0
1016,2016-02-16,2016.0,2.0,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bengaluru,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,1000000.0
1017,2016-02-16,2016.0,2.0,BetterPlace,Technology,Data analytics based Verification services Platform,Bengaluru,Unitus Seed Fund,Seed Funding,970000.0
1018,2016-02-16,2016.0,2.0,Salebhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,0.0
1019,2016-02-16,2016.0,2.0,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.0
1020,2016-02-16,2016.0,2.0,Tring,Consumer Internet,Instant Messaging App,Pune,Vishwadeep Bajaj & Others,Seed Funding,0.0
1021,2016-02-16,2016.0,2.0,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bengaluru,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,0.0
1022,2016-02-17,2016.0,2.0,Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Lead Angels,Seed Funding,0.0
1023,2016-02-17,2016.0,2.0,GameZop,Technology,Mobile Gaming Platform,Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,350000.0
